Back to Contents,Data 1: Import Volumes,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-2009,349682,314512,311287,3225,35170,0,0,0,,14432,0,,0,,0,0,0,0,,4192,16545,0,,,0,,
Jan-2010,384586,328175,326688,1488,56410,0,0,0,,16826,0,,0,,0,0,5820,0,0,11901,21863,0,,0,0,,
Feb-2010,324124,278308,277369,939,45816,0,0,0,,11572,0,,0,,0,0,5888,0,,6429,15979,0,,5948,0,,
Mar-2010,318769,281677,276432,5245,37092,0,0,0,,8780,0,,0,,0,2564,5765,0,,734,16165,0,,3085,0,,
Apr-2010,298464,256909,252008,4901,41555,0,0,0,,5823,0,,0,,0,8745,2813,0,,8946,15228,0,,,0,,
May-2010,297801,260993,256576,4417,36808,0,0,0,,9118,0,,0,,0,8805,0,0,,0,16274,0,,2611,0,,
Jun-2010,282260,249738,247573,2165,32521,0,0,0,,5714,0,,0,,0,11093,0,0,,0,10701,0,,5013,0,,
Jul-2010,328655,292383,290904,1479,36271,0,0,0,,6054,0,,0,,0,5295,0,0,,0,16604,0,,8319,0,,
Aug-2010,304901,283321,281847,1475,21580,0,0,0,,0,0,,0,,0,0,0,0,,0,16512,0,,5067,0,,
Sep-2010,281518,252926,249805,3121,28592,0,0,0,,6150,0,,0,,0,2857,0,0,3229,0,16357,0,,,0,,
Oct-2010,294744,260680,257075,3605,34064,0,0,0,,2955,0,,0,,0,2374,5728,0,3234,4535,15238,0,,,0,,
Nov-2010,273165,241582,241567,15,31583,0,0,0,,0,0,,0,,0,0,0,0,3206,8750,13653,0,,5975,0,,
Dec-2010,351773,323054,321910,1145,28718,0,0,0,,0,0,,0,,0,0,0,0,6377,4288,15175,0,,2879,0,,
Jan-2011,371919,331655,331565,90,40264,0,0,0,,2971,0,,0,,0,0,2909,0,3175,12820,15701,0,,2688,0,,
Feb-2011,311154,279147,278731,416,32006,0,0,0,,5780,0,,0,,0,0,5810,0,3338,0,11488,0,,5591,0,,
Mar-2011,315408,276870,276557,313,38538,0,0,0,,5800,0,,0,,0,0,0,0,3477,13896,9900,0,,5465,0,,
Apr-2011,277936,244811,244667,145,33125,0,0,0,,5885,0,,0,,0,0,0,0,6630,4100,10554,0,,5958,0,,
May-2011,271252,236032,235883,149,35220,0,0,0,,2889,0,,0,,0,0,0,0,,24205,8126,0,,,0,,
Jun-2011,266617,239270,239223,47,27347,0,0,0,,5869,0,,0,,0,0,0,0,,4900,10971,0,,5608,0,,
Jul-2011,293477,273250,273097,153,20226,0,0,0,,0,0,,0,,0,0,0,0,,4565,12792,0,,2869,0,,
Aug-2011,280284,250028,249934,93,30256,0,0,0,,0,0,,0,,0,2362,0,0,,8084,10715,0,,9095,0,,
Sep-2011,251846,231467,231392,74,20380,0,0,0,,0,0,,0,,0,0,0,0,,3546,8106,0,,8728,0,,
Oct-2011,282159,251450,250746,704,30709,0,0,0,,2969,0,,0,,0,0,2900,0,,8106,8088,0,,8646,0,,
Nov-2011,248908,233640,233339,301,15268,0,0,0,,0,0,,0,,0,0,0,0,,3214,12054,0,,,0,,
Dec-2011,297733,272133,271946,187,25600,0,0,0,,2956,0,,0,,0,0,3556,0,,3536,10127,0,,5424,0,,
Jan-2012,281131,265323,265292,31,15808,0,0,0,,0,0,,0,,0,0,0,0,0,3521,9482,0,,2805,0,,
Feb-2012,269906,249762,249731,31,20144,0,0,0,,2811,0,,0,,0,0,3286,0,0,0,11283,0,,2765,0,,
Mar-2012,265152,245881,245844,37,19271,0,0,0,,0,0,,0,,0,0,0,0,0,3522,13029,0,,2721,0,,
Apr-2012,243018,235466,235430,36,7552,0,0,0,,0,0,,0,,0,0,0,0,0,3515,1447,0,,2589,0,,
May-2012,259023,242811,242781,30,16212,0,0,0,,0,0,,0,,0,0,0,0,0,5601,10611,0,,0,0,,
Jun-2012,259732,251476,251447,29,8256,0,0,0,,0,0,,0,,0,0,0,0,0,0,8256,0,,0,0,,
Jul-2012,281166,265808,265792,17,15358,0,0,0,,0,0,,0,,0,0,0,0,0,3012,12345,0,,0,0,,
Aug-2012,281350,262250,262219,31,19100,0,0,0,,0,0,,0,,0,0,0,0,0,3017,16084,0,,0,0,,
Sep-2012,257990,246489,246487,2,11501,0,0,0,,0,0,,0,,0,0,0,0,0,3017,8484,0,,0,0,,
Oct-2012,253402,243051,243031,20,10351,0,0,0,,0,0,,0,,0,0,0,0,0,5603,4748,0,,0,0,,
Nov-2012,233853,219643,219615,28,14210,0,0,0,,0,0,,0,,0,0,0,0,0,3015,8297,0,,2899,0,,
Dec-2012,252066,235180,235157,22,16886,0,0,0,,0,0,,0,,0,0,2927,0,0,0,8143,0,,5816,0,,
Jan-2013,278078,264580,264561,19,13497,0,0,0,0,0,0,,0,,0,0,0,0,0,0,10770,0,,2728,0,,
Feb-2013,236875,225497,225479,18,11378,0,0,0,0,0,0,,0,,0,0,0,0,0,3657,7722,0,,0,0,,
Mar-2013,248290,239999,239979,20,8292,0,0,0,0,0,0,,0,,0,0,0,0,0,3663,4629,0,,0,0,,
Apr-2013,220608,215438,215418,20,5171,0,0,0,0,0,0,,0,,0,0,0,0,0,0,5171,0,,0,0,,
May-2013,234183,228558,228544,14,5626,0,0,0,0,0,0,,0,,0,0,0,0,0,0,5626,0,,0,0,,
Jun-2013,236690,228644,228616,28,8046,0,0,0,0,0,0,,0,,0,0,0,0,0,0,8046,0,,0,0,,
Jul-2013,236199,228087,227905,182,8111,0,0,0,88,0,0,,0,,0,0,0,0,0,0,8023,0,,0,0,,
Aug-2013,236248,227439,227274,164,8809,0,0,0,139,0,0,,0,,0,0,2709,0,0,0,5961,0,,0,0,,
Sep-2013,243881,226931,226782,148,16950,0,0,0,139,0,0,,0,,0,2590,2918,0,0,0,8540,0,,2763,0,,
Oct-2013,220430,214871,214707,164,5559,0,0,0,79,0,0,,0,,0,0,0,0,0,0,2674,0,,2806,0,,
Nov-2013,218693,216001,215857,144,2692,0,0,0,109,0,0,,0,,0,0,0,0,0,0,2583,0,,0,0,,
Dec-2013,273181,270453,270304,148,2728,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,2728,0,,
Jan-2014,295356,286787,286650,137,8536,0,0,0,0,0,0,,0,,0,0,0,0,0,0,6207,0,,2329,0,33,33
Feb-2014,245422,241571,241434,137,3824,0,0,0,41,0,0,,0,,0,0,0,0,0,0,3783,0,,0,0,27,27
Mar-2014,234189,231458,231333,125,2701,0,0,0,0,0,0,,0,,0,0,0,0,0,0,2701,0,,0,0,30,30
Apr-2014,200669,197634,197519,114,3006,0,0,0,0,0,0,,0,,0,0,0,0,0,0,3006,0,,0,0,29,29
May-2014,206657,203841,203713,128,2806,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,2806,0,9,9
Jun-2014,201655,191829,191701,127,9800,0,0,0,0,0,0,,0,,0,0,0,0,0,0,7097,0,,0,2703,26,26
Jul-2014,201176,194850,194729,121,6305,0,0,0,0,0,0,,0,,0,0,0,0,0,0,6305,0,,0,0,20,20
Aug-2014,206554,204968,204845,124,1567,0,0,0,0,0,0,,0,,0,0,0,0,0,0,1567,0,,0,0,19,19
Sep-2014,201622,195856,195743,113,5745,0,0,0,0,0,0,,0,,0,0,0,0,0,0,2874,0,,2871,0,22,22
Oct-2014,220858,213858,213743,115,6973,0,0,0,63,0,0,,0,,0,0,2621,0,0,0,4289,0,,0,0,27,27
Nov-2014,227485,227457,227362,95,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,28,28
Dec-2014,253736,245694,245603,91,8011,0,0,0,28,0,0,,0,,0,0,2995,0,0,0,4988,0,,0,0,32,32
Jan-2015,279397,267751,267666,85,11616,0,0,0,0,0,0,,0,,0,0,0,0,0,0,9382,0,,2234,0,30,30
Feb-2015,254230,241996,241917,79,12202,0,0,0,0,0,0,,0,,0,0,0,0,0,0,9830,0,,2373,0,32,32
Mar-2015,257274,242585,242508,77,14651,0,0,0,46,0,0,,0,,0,0,0,0,0,0,11770,0,,2834,0,38,38
Apr-2015,205120,202209,202133,76,2883,0,0,0,39,0,0,,0,,0,0,0,0,0,0,2844,0,,0,0,28,28
May-2015,204348,202623,202545,78,1707,0,0,0,34,0,0,,0,,0,0,0,0,0,0,1673,0,,0,0,19,19
Jun-2015,206273,203656,203583,73,2598,0,0,0,41,0,0,,0,,0,0,0,0,0,0,2557,0,,0,0,19,19
Jul-2015,216973,209779,209698,80,7173,0,0,0,41,0,0,,0,,0,0,0,0,0,0,7133,0,,0,0,21,21
Aug-2015,213875,202649,202567,82,11205,0,0,0,44,0,0,,0,,0,0,0,0,0,0,11161,0,,0,0,21,21
Sep-2015,208818,203150,203066,83,5654,0,0,0,45,0,0,,0,,0,0,0,0,0,0,5609,0,,0,0,15,15
Oct-2015,226286,217576,217493,83,8689,0,0,0,43,0,0,,0,,0,0,5992,0,0,0,2653,0,,0,0,21,21
Nov-2015,218242,210704,210632,72,7515,0,0,0,45,0,0,,0,,0,0,3097,0,0,0,4373,0,,0,0,23,23
Dec-2015,227257,221613,221550,64,5618,0,0,0,59,0,0,,0,,0,0,3105,0,0,0,2453,0,,0,0,26,26
Jan-2016,273600,261521,261462,59,12048,0,0,0,97,0,0,,0,,0,0,0,0,0,0,11951,0,,0,0,30,30
Feb-2016,251775,242019,241948,70,9728,0,0,0,116,0,0,,0,,0,0,0,0,0,0,9612,0,,0,0,29,29
Mar-2016,240764,232164,232095,69,8568,0,0,0,65,0,0,,0,,0,0,0,0,0,0,8503,0,,0,0,33,33
Apr-2016,241317,236522,236451,71,4767,0,0,0,74,0,0,,0,,0,0,0,0,0,0,4693,0,,0,0,28,28
May-2016,248317,243088,243017,72,5200,0,0,0,113,0,0,,0,,0,0,0,0,0,0,5087,0,,0,0,29,29
Jun-2016,241885,234229,234145,83,7638,0,0,0,118,0,0,,0,,0,0,0,0,0,0,7520,0,,0,0,19,19
Jul-2016,265022,259224,259132,92,5773,0,0,0,70,0,0,,0,,0,0,0,0,0,0,5703,0,,0,0,25,25
Aug-2016,261983,253883,253793,90,8082,0,0,0,84,0,0,,0,,0,0,0,0,0,0,7998,0,,0,0,17,17
Sep-2016,238491,235594,235512,82,2882,0,0,0,72,0,0,,0,,0,0,0,0,0,0,2810,0,,0,0,15,15
Oct-2016,231449,225671,225588,83,5753,0,0,0,58,0,0,,0,,0,0,0,0,0,0,5696,0,,0,0,25,25
Nov-2016,231044,221949,221866,83,9073,0,0,0,41,0,0,,0,,0,0,3253,0,0,0,5779,0,,0,0,22,22
Dec-2016,280791,271910,271845,64,8854,0,0,0,16,0,0,,0,,0,0,0,0,0,0,8838,0,,0,0,27,27
Jan-2017,291656,278666,278584,83,12955,0,0,0,18,0,0,,0,,0,2753,0,0,0,0,10183,0,,0,0,35,35
Feb-2017,254597,246094,246020,74,8477,0,0,0,8,0,0,,0,,0,0,0,0,0,0,8468,0,,0,0,26,26
Mar-2017,280567,275656,275573,83,4878,0,0,0,8,0,0,,0,,0,0,0,0,0,0,4870,0,,0,0,34,34
Apr-2017,238279,233077,232998,79,5171,0,0,0,186,0,0,,0,,0,0,0,0,0,0,4985,0,,0,0,31,31
May-2017,244353,238831,238753,78,5494,0,0,0,220,0,0,,0,,0,0,0,0,0,0,5275,0,,0,0,28,28
Jun-2017,239805,234140,234061,78,5637,0,0,0,212,0,0,,0,,0,0,0,0,0,0,5425,0,,0,0,29,29
Jul-2017,250508,245292,245212,80,5189,0,0,0,215,0,0,,0,,0,0,0,0,0,0,4974,0,,0,0,27,27
Aug-2017,247888,239997,239935,63,7862,0,0,0,226,0,0,,0,,0,0,0,0,0,0,7636,0,,0,0,28,28
Sep-2017,229444,226769,226700,68,2650,0,0,0,183,0,0,,0,,0,0,0,0,0,0,2467,0,,0,0,25,25
Oct-2017,241338,238859,238779,81,2457,0,0,0,120,0,0,,0,,0,0,0,0,0,0,2337,0,,0,0,22,22
Nov-2017,240314,233906,233830,76,6378,0,0,0,165,0,0,,0,,0,0,0,0,0,0,6213,0,,0,0,30,30
Dec-2017,274478,263583,263079,504,10864,0,0,0,8,0,0,,0,,0,3239,0,0,0,0,7617,0,,0,0,31,31
Jan-2018,299891,283223,283093,130,16640,0,0,0,10,0,0,,0,,0,0,0,0,0,0,13511,0,3119,0,0,28,28
Feb-2018,237417,230617,229812,805,6771,0,0,0,21,0,0,,0,,0,0,0,0,0,0,6750,0,,0,0,29,29
Mar-2018,270762,264248,264129,119,6473,0,0,0,54,0,0,2768,0,,0,0,0,0,0,0,3650,0,,0,0,42,42
Apr-2018,242264,239095,239027,68,3131,0,0,0,196,0,0,,0,,0,0,0,0,0,0,2934,0,,0,0,39,39
May-2018,227168,224488,224298,190,2653,0,0,0,224,0,0,,0,,0,0,0,0,0,0,2429,0,,0,0,27,27
Jun-2018,228469,225537,225297,240,2904,0,0,0,216,0,0,,0,,0,0,0,0,0,0,2688,0,,0,0,28,28
Jul-2018,247012,241382,240422,960,5602,0,0,0,226,0,0,,0,,0,0,0,0,0,0,5376,0,,0,0,28,28
Aug-2018,237025,231529,231007,522,5473,0,0,0,242,0,0,,0,,0,0,0,0,0,0,5231,0,,0,0,23,23
Sep-2018,214074,210896,210828,68,3154,0,0,0,194,0,0,,0,,0,0,0,0,0,0,2961,0,,0,0,24,24
Oct-2018,215128,209023,208954,69,6075,0,0,0,379,0,0,,0,,0,0,0,0,0,0,5696,0,,0,0,30,30
Nov-2018,212486,209652,209573,79,2805,0,0,0,70,0,0,,0,,0,0,0,0,0,0,2734,0,,0,0,30,30
Dec-2018,257148,242347,242282,66,14771,0,0,0,53,0,0,,0,,0,2860,0,0,0,0,11859,0,,0,0,30,30
Jan-2019,290886,276363,276296,67,14482,0,0,0,78,0,0,2651,0,,0,0,0,0,0,0,11753,0,,0,0,42,42
Feb-2019,233344,225750,225650,100,7555,0,0,0,56,0,0,,0,,0,0,0,0,0,0,7499,0,,0,0,39,39
Mar-2019,252989,249443,249309,133,3499,0,0,0,44,0,0,,0,,0,0,0,0,0,0,3456,0,,0,0,47,47
Apr-2019,206559,203685,203620,65,2842,0,0,0,31,0,0,,0,,0,0,0,0,0,0,2811,0,,0,0,32,32
May-2019,207651,207613,207535,78,9,0,0,0,9,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,29,29
Jun-2019,201163,201133,201069,64,5,0,0,0,5,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,26,26
Jul-2019,230407,227550,227488,62,2832,0,0,0,0,0,0,,0,,0,0,0,0,0,0,2832,0,,0,0,26,26
Aug-2019,220076,217167,217054,114,2886,0,0,0,0,0,0,,0,,0,0,0,0,0,0,2886,0,,0,0,23,23
Sep-2019,208286,208264,208201,63,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,22,22
Oct-2019,210537,204977,204908,69,5532,0,0,0,0,0,0,,0,,0,0,0,0,0,0,5532,0,,0,0,28,28
Nov-2019,223765,220952,220843,109,2781,0,0,0,1,0,0,,0,,0,0,0,0,0,0,2780,0,,0,0,31,31
Dec-2019,256053,245539,244590,949,10481,0,0,0,3,0,0,,0,,0,3154,0,0,0,0,7323,0,,0,0,33,33
Jan-2020,262080,248824,248524,300,13218,0,0,0,1,0,0,,0,,0,1584,3032,0,0,0,8602,0,,0,0,38,38
Feb-2020,238328,232624,232269,355,5689,0,0,0,1,0,0,,0,,0,0,0,0,0,0,5689,0,,0,0,15,15
Mar-2020,213231,210337,210237,100,2860,0,0,0,3,0,0,,0,,0,0,0,0,0,0,2857,0,,0,0,34,34
Apr-2020,190049,186812,186752,60,3214,0,0,0,0,0,0,,0,,0,0,0,0,0,0,3214,0,,0,0,23,23
May-2020,186518,183681,183618,63,2811,0,0,0,0,0,0,,0,,0,0,0,0,0,0,2811,0,,0,0,26,26
Jun-2020,187478,182571,182539,32,4871,0,0,0,0,0,0,,0,,0,2693,0,0,0,0,2178,0,,0,0,36,36
Jul-2020,210419,206315,206195,119,4083,0,0,0,4,0,0,,0,,0,0,0,0,0,0,4078,0,,0,0,22,22
Aug-2020,211352,208445,208069,376,2883,0,0,0,9,0,0,,0,,0,0,0,0,0,0,2874,0,,0,0,24,24
Sep-2020,174225,172968,172869,99,1241,0,0,0,6,0,0,,0,,0,0,0,0,0,0,1235,0,,0,0,17,17
Oct-2020,199306,199273,199184,89,8,0,0,0,8,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,25,25
Nov-2020,211570,208704,208648,57,2846,0,0,0,4,0,0,,0,,0,0,0,0,0,0,2841,0,,0,0,20,20
Dec-2020,266618,261108,261053,56,5489,0,0,0,7,0,0,,0,,0,2629,0,0,0,0,2853,0,,0,0,20,20
Jan-2021,284065,277665,277608,57,6379,0,0,0,3,0,0,,0,,0,0,0,0,0,0,6376,0,,0,0,21,21
Feb-2021,271877,266160,265227,933,5694,0,0,0,7,0,0,,0,,0,0,0,0,0,0,5688,0,,0,0,23,23
Mar-2021,238724,237292,237236,56,1409,0,0,0,2,0,0,,0,,0,0,0,0,0,0,1406,0,,0,0,23,23
Apr-2021,208369,208342,208290,52,8,0,0,0,8,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,19,19
May-2021,204890,203194,203154,40,1675,0,0,0,13,0,0,,0,,0,0,0,0,0,0,1662,0,,0,0,21,21
Jun-2021,207859,207835,207811,24,11,0,0,0,11,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,13,13
Jul-2021,227779,226033,225984,49,1735,0,0,0,22,0,0,,0,,0,0,0,0,0,0,1714,0,,0,0,10,10
Aug-2021,220959,220929,220830,99,22,0,0,0,22,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,9,9
Sep-2021,220206,218947,218703,244,1246,0,0,0,25,0,0,,0,,0,0,0,0,0,0,1221,0,,0,0,13,13
Oct-2021,228203,228156,228101,55,24,0,0,0,24,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,23,23
Nov-2021,242405,240639,240587,52,1744,0,0,0,15,0,0,,0,,0,0,0,0,0,0,1729,0,,0,0,22,22
Dec-2021,252626,250963,250906,57,1641,0,0,0,13,0,0,,0,,0,0,0,0,0,0,1628,0,,0,0,22,22
Jan-2022,296248,289757,289703,54,6456,0,0,0,75,0,0,,0,,0,0,0,0,0,0,6381,0,,0,0,35,35
Feb-2022,257977,253436,253247,189,4503,0,0,0,55,0,0,,0,,0,0,0,0,0,0,4448,0,,0,0,38,38
Mar-2022,259499,256816,256763,53,2649,0,0,0,49,0,0,,0,,0,0,0,0,0,0,2600,0,,0,0,34,34
Apr-2022,244998,244816,244792,24,151,0,0,0,151,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,31,31
May-2022,230899,230218,230195,24,645,0,0,0,163,0,0,,0,,0,0,0,0,0,0,482,0,,0,0,36,36
Jun-2022,228882,228677,228653,24,178,0,0,0,178,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,27,27
Jul-2022,257197,254283,254087,196,2886,0,0,0,150,0,0,,0,,0,0,0,0,0,0,2736,0,,0,0,27,27
Aug-2022,235884,232808,232632,176,3052,0,0,0,190,0,0,,0,,0,0,0,0,0,0,2862,0,,0,0,24,24
Sep-2022,233927,233738,233605,133,160,0,0,0,160,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,29,29
Oct-2022,239507,239263,239239,24,208,0,0,0,208,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,36,36
Nov-2022,246201,244760,244738,22,1395,0,0,0,180,0,0,,0,,0,0,0,0,0,0,1216,0,,0,0,29,29
Dec-2022,292940,289926,289780,146,2983,0,0,0,173,0,0,,0,,0,0,0,0,0,0,2810,0,,0,0,31,31
Jan-2023,275230,272526,272379,147,2663,0,0,0,76,0,0,,0,1259,0,0,0,0,0,0,1329,0,,0,0,40,40
Feb-2023,243931,239838,239221,617,4057,0,0,0,64,0,0,,0,,0,0,0,0,0,0,3992,0,,0,0,36,36
Mar-2023,249519,248119,248095,24,1358,0,0,0,34,0,0,,0,,0,0,0,0,0,0,1324,0,,0,0,42,42
Apr-2023,220387,220149,220126,23,200,0,0,0,200,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,39,39
May-2023,216145,214490,214467,23,1621,0,0,0,251,0,0,,0,,0,0,0,0,0,0,1370,0,,0,0,34,34
Jun-2023,231555,231264,231243,21,267,0,0,0,267,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,23,23
Jul-2023,256093,254572,254550,22,1501,0,0,0,244,0,0,,0,,0,0,0,0,0,0,1257,0,,0,0,20,20
Aug-2023,246435,246160,246138,22,261,0,0,0,261,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,14,14
Sep-2023,230008,229808,229786,21,178,0,0,0,178,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,23,23
Oct-2023,230969,230723,230700,23,221,0,0,0,221,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,26,26
Nov-2023,251042,250869,250849,21,152,0,0,0,152,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,21,21
Dec-2023,276860,274071,274049,22,2761,0,0,0,104,0,0,,0,,0,0,0,0,0,0,2657,0,,0,0,28,28
Jan-2024,322997,318619,318596,23,4339,0,0,0,111,0,0,,0,,0,0,2937,0,0,0,1291,0,,0,0,39,39
Feb-2024,258290,255492,255471,20,2763,0,0,0,143,0,0,,0,,0,0,0,0,0,0,2620,0,,0,0,35,35
Mar-2024,243413,238691,238671,21,4692,0,0,0,70,0,0,,0,,0,0,0,0,0,0,4622,0,,0,0,30,30
Apr-2024,221912,221836,221816,20,45,0,0,0,45,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,32,32
May-2024,238470,238416,238395,20,29,0,0,0,29,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,26,26
Jun-2024,246747,246700,246680,20,28,0,0,0,28,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,19,19
Jul-2024,271444,271374,271353,21,49,0,0,0,49,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,21,21
Aug-2024,260900,260825,260746,79,65,0,0,0,65,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,11,11
